macrozona;nombre;marca;codigo;n;precio_compra_prom;precio_compra_std;margen_error_compra;precio_compra_sup;precio_compra_inf;perc_error_compra;precio_venta_prom;precio_venta_std;margen_error_venta;precio_venta_sup;precio_venta_inf;perc_error_venta
MACROZONA_4;PINO AROMATIZANTE AROMA COCO LITTLE TREES;LITTLE TREES;76171103178;2;675.00;176.78;245.0;920.0;430.0;36.296;1100.00;141.42;196.0;1296.0;904.0;17.818
MACROZONA_5;LIMPIADOR LÍQUIDO GLADE CAMPOS DE LAVANDA 900 CC.;MARCA DUMMY;7,79052E+12;2;845.00;77.78;107.8;952.8;737.2;12.757;1070.00;113.14;156.8;1226.8;913.2;14.654
MACROZONA_4;CÓCTEL MISTRAL ICE DRY 275 ML;MISTRAL ICE;7,80218E+12;2;1000.00;70.71;98.0;1098.0;902.0;9.8;1425.00;106.07;147.0;1572.0;1278.0;10.316
MACROZONA_5;DOVE, ACONDICIONADOR RITUAL DE REPARACIÓN, 400 ML;DOVE;7,89115E+12;2;1710.00;0.0;0.0;1710.0;1710.0;0.0;2290.00;0.0;0.0;2290.0;2290.0;0.0
MACROZONA_5;CAFÉ LIOFILIZADO CHOCOLATE JUAN VALDEZ 95 G;JUAN VALDEZ;7,70721E+12;3;11538.67;1332.52;1507.89;13046.56;10030.77;13.068;14833.33;2020.73;2286.67;17120.0;12546.67;15.416
MACROZONA_5;MERMLADA WATTS DRUAZNO SIN AZÚCAR AÑADIDA 350 GR, DOYPACK;WATTS;7,80281E+12;2;650.00;0.0;0.0;650.0;650.0;0.0;890.00;0.0;0.0;890.0;890.0;0.0
MACROZONA_1;CHEETOS POP CORN SABOR CARAMELO 270G;CHEETOS;7,802E+12;2;1271.00;100.41;139.16;1410.16;1131.84;10.949;1975.00;35.36;49.0;2024.0;1926.0;2.481
MACROZONA_5;TAI BEBIDAFANTASIA PINA 2LT;TAI;7,80161E+12;2;505.00;7.07;9.8;514.8;495.2;1.941;825.00;176.78;245.0;1070.0;580.0;29.697
MACROZONA_3;LIMPIA VIDRIOS Y MULTIUSO WYN GATILLO 750ML;MARCA DUMMY;7,80461E+12;3;1395.33;344.64;390.0;1785.33;1005.34;27.95;2433.33;251.66;284.78;2718.11;2148.55;11.703
MACROZONA_3;CERA BRILLINA AMARILLA, 360 ML;MARCA DUMMY;7,80504E+12;4;937.25;118.25;115.89;1053.14;821.36;12.365;1385.00;388.03;380.27;1765.27;1004.73;27.456
MACROZONA_6;CHICLE BIGTIME ULTRA RED BERRY 24GR 12 UN;BIGTIME;7,79461E+12;5;597.80;23.37;20.49;618.29;577.31;3.427;928.00;81.67;71.59;999.59;856.41;7.714
MACROZONA_4;PINO AROMATIZANTE AROMA AUTO NUEVO LITTLE TREES;LITTLE TREES;76171101891;2;745.00;77.78;107.8;852.8;637.2;14.47;1100.00;141.42;196.0;1296.0;904.0;17.818
MACROZONA_2;MANÍ TOSTADO SIN SAL 160 G;MARCO POLO;7,80242E+12;3;725.00;4.36;4.93;729.93;720.07;0.68;1016.67;28.87;32.67;1049.33;984.0;3.213
MACROZONA_5;CHOCOLATE COSTA BLANC 80 GRS;COSTA;7,80222E+12;3;1350.67;52.69;59.63;1410.29;1291.04;4.415;1916.67;104.08;117.78;2034.45;1798.89;6.145
MACROZONA_6;VINO COOLER GROSSO SABOR FRUTILLA 1.5LITROS;COOLER;7,80434E+12;2;1607.50;347.19;481.18;2088.68;1126.32;29.933;2395.00;275.77;382.2;2777.2;2012.8;15.958
MACROZONA_1;RON HAVANA CLUB AÑEJO ESPECIAL 1LT;HAVANA CLUB;8,50111E+12;2;5735.00;261.63;362.6;6097.6;5372.4;6.323;8650.00;1202.08;1666.0;10316.0;6984.0;19.26
MACROZONA_3;PASTA CAROZZI DEDALITO 27 250 GRS;CAROZZI;7,80258E+12;2;393.50;75.66;104.86;498.36;288.64;26.648;624.50;105.36;146.02;770.52;478.48;23.382
MACROZONA_5;COLORACIÓN ILICIT 6/35 AVELLANA REGULAR 45 GR;ILICIT;7,80492E+12;2;1390.00;0.0;0.0;1390.0;1390.0;0.0;1840.00;70.71;98.0;1938.0;1742.0;5.326
MACROZONA_4;ALIMENTO CHAMPION KATT TROCITOS SALMÓN, 100 G;MARCA DUMMY;7,8041E+12;2;450.00;70.71;98.0;548.0;352.0;21.778;725.00;106.07;147.0;872.0;578.0;20.276
MACROZONA_2;PAPEL HIGIÉNICO ELITE ULTRA DOBLE HOJA 4 UN 50M;ELITE;7,8065E+12;2;1598.00;16.97;23.52;1621.52;1574.48;1.472;2250.00;70.71;98.0;2348.0;2152.0;4.356
MACROZONA_6;BEBIDA & NADA LIMÓN 1,5 L;& NADA;7,80161E+12;3;1204.33;204.96;231.93;1436.27;972.4;19.258;1630.00;225.17;254.8;1884.8;1375.2;15.632
MACROZONA_5;SOUFFLES RUCA´S CRUJIENTES QUESO 60 G;RUCA'S;6,91755E+12;2;1075.00;35.36;49.0;1124.0;1026.0;4.558;1450.00;0.0;0.0;1450.0;1450.0;0.0
MACROZONA_4;BI-O DESODORANTE CLINICAL MUJER SPRAY 135 ML;BÍ-O;7,50955E+12;2;3229.00;0.0;0.0;3229.0;3229.0;0.0;4800.00;0.0;0.0;4800.0;4800.0;0.0
MACROZONA_5;PILA ENERGIZER MAX AAA (UND);ENERGIZER;8,88802E+12;2;325.00;106.07;147.0;472.0;178.0;45.231;750.00;0.0;0.0;750.0;750.0;0.0
MACROZONA_3;AMPOLLETA LED 7 WTS LUZ FRIA MEGABRIGHT;MEGABRIGHT;7,80466E+12;2;768.00;101.82;141.12;909.12;626.88;18.375;1075.00;176.78;245.0;1320.0;830.0;22.791
MACROZONA_3;POROTOS NEGROS TETRA 380 G WASIL;MARCA DUMMY;7,80131E+12;2;825.00;205.06;284.2;1109.2;540.8;34.448;1335.00;91.92;127.4;1462.4;1207.6;9.543
MACROZONA_4;JUGO WATT'S SELECCIÓN MANGO-MARACUYÁ 350 CC;WATTS;7,80162E+12;3;691.33;108.62;122.91;814.24;568.42;17.779;1033.33;152.75;172.86;1206.19;860.48;16.728
MACROZONA_6;ALIMENTO PARA GATOS WHISKAS 85 G. SALMÓN;MARCA DUMMY;7,79745E+12;2;460.00;56.57;78.4;538.4;381.6;17.043;675.00;106.07;147.0;822.0;528.0;21.778
MACROZONA_4;MALTA CARACAS SIN ALCOHOL 330ML;CARACAS;8,43702E+12;2;687.00;301.23;417.48;1104.48;269.52;60.769;1100.00;141.42;196.0;1296.0;904.0;17.818
MACROZONA_4;FIDEO CORBATA LUCCHETTI 400 G;LUCCETTI;7,8025E+12;30;552.40;78.52;28.1;580.5;524.3;5.086;793.57;69.1;24.73;818.29;768.84;3.116
MACROZONA_5;GALLETA COSTA AGUA LINE 210 GRS;COSTA;7,80222E+12;2;521.00;171.12;237.16;758.16;283.84;45.52;895.00;7.07;9.8;904.8;885.2;1.095
MACROZONA_5;DORITOS SABOR QUESO 320G;DORITOS;7,802E+12;8;1438.38;181.08;125.48;1563.86;1312.89;8.724;2061.25;108.29;75.04;2136.29;1986.21;3.641
MACROZONA_3;FRUNA TORTAZO BISCMANJARCREMA 70GR;FRUNA;7,80241E+12;3;215.00;56.35;63.76;278.76;151.24;29.657;333.33;28.87;32.67;366.0;300.67;9.8
MACROZONA_4;MILO DE CHOCOLATE STICK 28 GR;MILO;7,61303E+12;69;254.87;58.04;13.7;268.57;241.17;5.374;397.22;90.12;21.26;418.48;375.95;5.353
MACROZONA_4;BARRA CEREAL QUAKER 20 GR., FRUTILLA;QUAKER;7,802E+12;14;146.21;20.37;10.67;156.89;135.54;7.299;239.29;52.55;27.52;266.81;211.76;11.503
MACROZONA_4;GELATINA AMBROSOLI PIÑA 100 GRS;AMBROSOLI;7,8022E+12;18;535.00;97.32;44.96;579.96;490.04;8.403;792.22;100.44;46.4;838.62;745.82;5.857
MACROZONA_6;YOGHURT BATIDO NESTLE DAMASCO 115 GR.;NESTLÉ;7,61304E+12;3;174.67;22.03;24.93;199.6;149.74;14.273;266.67;28.87;32.67;299.33;234.0;12.25
MACROZONA_4;CERA EN PASTA SAPOLIO AMARILLA DOYPACK 300ML;SAPOLIO;7,75185E+12;5;648.00;90.11;78.99;726.99;569.01;12.189;899.80;105.83;92.76;992.56;807.04;10.31
MACROZONA_3;KEM PIÑA ZERO 2 LTS;KEM;7,80162E+12;4;984.75;129.86;127.26;1112.01;857.49;12.923;1275.00;206.16;202.03;1477.03;1072.97;15.846
MACROZONA_3;PAPAS LAYS STAX CHEDDAR 140 G;LAY'S;7,802E+12;3;1150.00;132.29;149.7;1299.7;1000.3;13.017;1783.33;202.07;228.67;2012.0;1554.67;12.822
MACROZONA_6;ALFI MARINELA 45G;MARINELA;7,80347E+12;8;210.00;29.32;20.31;230.31;189.69;9.674;337.50;35.36;24.5;362.0;313.0;7.259
MACROZONA_6;MANTEQUILLA COLUN PAN 125 G;COLUN;7,80292E+12;15;947.07;121.51;61.49;1008.56;885.57;6.493;1320.67;192.48;97.41;1418.08;1223.26;7.376
MACROZONA_4;JABÓN DE GLICERINA AVENA SIMOND S 770 ML;SIMOND'S;7,80495E+12;2;1190.00;0.0;0.0;1190.0;1190.0;0.0;1645.00;63.64;88.2;1733.2;1556.8;5.362
MACROZONA_4;NECTAR VIVO MANZANA 190 ML;VIVO;7,80258E+12;15;188.60;37.68;19.07;207.67;169.53;10.111;318.60;48.78;24.69;343.29;293.91;7.748
MACROZONA_4;ARROZ MIRAFLORES G1 PREGRANEADO 1KG;MIRAFLORES;7,80262E+12;6;982.33;240.42;192.37;1174.71;789.96;19.583;1523.33;275.44;220.4;1743.73;1302.94;14.468
MACROZONA_6;ALFAJOR BON O BON 40 G.;BON O BON;7,79004E+12;11;313.55;48.57;28.7;342.25;284.84;9.154;496.27;76.52;45.22;541.49;451.05;9.112
MACROZONA_6;MINI CRACKELET CLASICA 35GR;CRACKELET;7,80222E+12;2;125.00;35.36;49.0;174.0;76.0;39.2;240.00;84.85;117.6;357.6;122.4;49.0
MACROZONA_4;MENTITAS FRUNA 24 GR;FRUNA;7,80241E+12;2;80.00;0.0;0.0;80.0;80.0;0.0;150.00;0.0;0.0;150.0;150.0;0.0
MACROZONA_7;SNACK KRYZPO ORIGINAL 37G;KRYZPO;7,8028E+12;2;412.50;9.19;12.74;425.24;399.76;3.088;585.00;7.07;9.8;594.8;575.2;1.675
MACROZONA_7;CEREAL BAR CHOCOLATE 18G;BAR-S;7,80222E+12;2;136.50;4.95;6.86;143.36;129.64;5.026;195.00;7.07;9.8;204.8;185.2;5.026
MACROZONA_6;CÓCTEL SOUR MANGO SECRETO PERUANO 12º1000 CC;SECRETO PERUANO;7,80466E+12;2;2954.00;65.05;90.16;3044.16;2863.84;3.052;4445.00;770.75;1068.2;5513.2;3376.8;24.031
MACROZONA_4;TRAPEROS PISOS MULTIUSO LAVANDA FLORES SILVESTRE VIRGINIA 10U;VIRGINIA;7,80504E+12;6;1578.00;218.01;174.44;1752.44;1403.56;11.055;2546.67;55.02;44.02;2590.69;2502.65;1.729
MACROZONA_2;MAGGI SOPA CARACOLITOS 76G;MAGGI;7,80295E+12;12;333.92;47.04;26.62;360.53;307.3;7.971;495.33;69.02;39.05;534.38;456.28;7.883
MACROZONA_2;GALLETA COSTA TUAREG 120 GRS;COSTA;7,80222E+12;8;413.00;105.64;73.2;486.2;339.8;17.725;628.75;98.04;67.94;696.69;560.81;10.806
MACROZONA_4;SOFRITO CON AJO MINUTO VERDE 150 G;MINUTO VERDE;7,80122E+12;38;393.89;100.74;32.03;425.93;361.86;8.132;595.79;70.12;22.3;618.08;573.49;3.742
MACROZONA_5;ANTITRANSPIRANTE SPEED STICK 24/7 X5 MULTI-PROTECT AEROSOL 91 G;SPEED STICK;7,50955E+12;6;1826.33;134.6;107.71;1934.04;1718.63;5.897;2446.67;241.72;193.41;2640.08;2253.25;7.905
MACROZONA_4;BIDÓN AGUA PURIFICADA BENEDICTINO SIN GAS 6.5 L;BENEDICTINO;7,80282E+12;17;1330.59;171.86;81.7;1412.28;1248.89;6.14;1925.88;234.28;111.37;2037.25;1814.51;5.783
MACROZONA_1;NÉCTAR ANDINA DEL VALLE PIÑA 1,5 L;ANDINA DEL VALLE;7,80282E+12;4;1050.75;90.29;88.48;1139.23;962.27;8.421;1550.00;173.21;169.74;1719.74;1380.26;10.951
MACROZONA_6;ARROZ G-1 PREMIUM BANQUETE 1 K;BANQUETE;7,80311E+12;3;1210.00;181.93;205.88;1415.88;1004.12;17.015;1730.00;207.85;235.2;1965.2;1494.8;13.595
MACROZONA_4;LIPTON ICE TEA DURAZNO 400 CC;LIPTON;7,80162E+12;12;682.50;12.6;7.13;689.63;675.37;1.044;986.67;88.15;49.87;1036.54;936.79;5.055
MACROZONA_1;GALLETAS ALTEZA OBLEA FRUTILLA MCKAY, 140 G;ALTEZA;7,80223E+12;7;750.14;81.27;60.21;810.35;689.93;8.026;1041.29;75.46;55.9;1097.19;985.38;5.369
MACROZONA_4;AGUA MINERAL CACHANTUN 2.5 L SIN GAS;CACHANTUN;7,80162E+12;33;726.27;59.57;20.32;746.6;705.95;2.798;1048.42;99.63;33.99;1082.42;1014.43;3.242
MACROZONA_6;GALLETAS TRITÓN RELLE.CREMA NRJA. MCKAY, 126 G;TRITON;7,61303E+12;18;477.17;59.94;27.69;504.86;449.47;5.803;704.44;79.28;36.62;741.07;667.82;5.199
MACROZONA_6;PANELA CHANCACA DELICIOSA X 400 GR;CHANCACA DELICIOSA;7,80504E+12;7;1515.71;262.61;194.54;1710.26;1321.17;12.835;2241.43;421.13;311.97;2553.4;1929.45;13.919
MACROZONA_5;MAYONESA HELLMANNS 186CC;HELLMANN'S;7,8032E+12;16;706.94;167.94;82.29;789.23;624.65;11.64;1004.38;217.07;106.36;1110.74;898.01;10.59
MACROZONA_4;TOALLAS NOVA EXTRA DISEÑO  3UN;NOVA;7,8065E+12;19;815.68;139.81;62.87;878.55;752.82;7.707;1207.37;236.94;106.54;1313.91;1100.83;8.824
MACROZONA_5;FRUNA GALLETA MANTEQUILLA 200GR;FRUNA;7,80241E+12;3;439.67;96.8;109.54;549.21;330.13;24.914;583.33;104.08;117.78;701.11;465.55;20.191
MACROZONA_4;CREMA LIMPIADORA MULTIUSO CIF ORIGINAL BOTELLA 375G;CIF;7,79129E+12;7;982.43;150.51;111.5;1093.93;870.93;11.349;1374.14;180.56;133.76;1507.91;1240.38;9.734
MACROZONA_5;FRUTILLAS WASIL AL JUGO 410 G;WASIL;7,80131E+12;4;1160.00;336.75;330.01;1490.01;829.99;28.449;1530.00;404.23;396.14;1926.14;1133.86;25.892
MACROZONA_5;APEROL SPRITZ .75 LT;APEROL;7,89114E+12;5;8562.80;588.11;515.51;9078.31;8047.29;6.02;10890.00;915.42;802.4;11692.4;10087.6;7.368
MACROZONA_5;PISCO ALTO DEL CARMEN 1.5 LITROS                  ;ALTO DEL CARMEN;7,80211E+12;4;7472.25;936.13;917.41;8389.66;6554.84;12.278;9187.50;1245.24;1220.34;10407.84;7967.16;13.283
MACROZONA_4;PASTA FARFALLE SPECIALE COLISEO 400 GR;COLISEO;7,80461E+12;3;403.33;36.3;41.07;444.41;362.26;10.183;703.00;162.23;183.58;886.58;519.42;26.113
MACROZONA_6;ENCENDEDOR RONSON 1 UN;RONSON;7,80461E+12;4;179.75;9.81;9.61;189.36;170.14;5.349;350.00;108.01;105.85;455.85;244.15;30.243
MACROZONA_2;PRE-PIZZA S/BANDEJA CASTAÑO 250 G;MARCA DUMMY;7,80347E+12;4;689.75;0.5;0.49;690.24;689.26;0.071;985.00;23.8;23.33;1008.33;961.67;2.368
MACROZONA_6;AGUA SABORIZADA MAS MANZANA-DURAZNO SIN GAS 1.6 L;MAS;7,80162E+12;2;885.00;162.63;225.4;1110.4;659.6;25.469;1200.00;0.0;0.0;1200.0;1200.0;0.0
MACROZONA_5;VINO CHILENO DIABLO DARK RED  750ML;DIABLO;7,80432E+12;5;5256.20;436.1;382.26;5638.46;4873.94;7.273;6748.00;546.6;479.11;7227.11;6268.89;7.1
MACROZONA_6;SALSA PARA POSTRES GOURMET 280 G, CHOCOLATE;MARCA DUMMY;7,80241E+12;2;1180.00;254.56;352.8;1532.8;827.2;29.898;1650.00;494.97;686.0;2336.0;964.0;41.576
MACROZONA_4;MARGARINA CALO POTE 500 G;MARCA DUMMY;7,80281E+12;6;963.17;104.84;83.89;1047.06;879.27;8.71;1506.50;131.41;105.15;1611.65;1401.35;6.98
MACROZONA_6;CARACOLITO LUCCHETTI, 250 G;LUCCHETTI;7,8025E+12;2;450.00;70.71;98.0;548.0;352.0;21.778;625.00;35.36;49.0;674.0;576.0;7.84
MACROZONA_2;AGUA MINERAL CACHANTUN CON GAS 1.6 L;CACHANTUN;7,80162E+12;11;678.00;115.66;68.35;746.35;609.65;10.081;999.91;134.77;79.65;1079.56;920.26;7.965
MACROZONA_4;ANTITRANSPIRANTE EN AEROSOL NIVEA MEN PROTECT & CARE 150 CC.;MARCA DUMMY;4,0059E+12;4;1485.25;16.84;16.5;1501.75;1468.75;1.111;2172.50;305.0;298.9;2471.4;1873.6;13.758
MACROZONA_5;CHOCOLATE RELLENO CAPRI FRUTILLA 30G;CAPRI;7,61303E+12;23;204.22;37.45;15.31;219.52;188.91;7.495;300.87;35.92;14.68;315.55;286.19;4.879
MACROZONA_1;PAPAS FRITAS LAYS CORTE AMERICANO 380 GR;LAY'S;7,802E+12;8;2134.25;365.53;253.3;2387.55;1880.95;11.868;3060.00;490.68;340.03;3400.03;2719.97;11.112
MACROZONA_4;MILO DE CHOCOLATE, BOLSA 300 G;MILO;7,61303E+12;23;1762.78;263.06;107.51;1870.29;1655.27;6.099;2447.70;334.0;136.5;2584.2;2311.19;5.577
MACROZONA_4;YOGU YOGU LONCOLECHE MORA, 200 ML;LONCOLECHE;7,80291E+12;9;315.11;45.47;29.71;344.82;285.4;9.428;448.78;72.19;47.16;495.94;401.62;10.509
MACROZONA_4;LECHE CULTIVADA LIGHT COLUN FRAMBUESA 180 ML;COLUN;7,80292E+12;4;346.50;39.08;38.3;384.8;308.2;11.052;525.00;50.0;49.0;574.0;476.0;9.333
MACROZONA_5;BEBIDA PIRI PINA 3 LT;PIRI;7,80964E+12;6;630.67;86.19;68.97;699.63;561.7;10.935;979.83;128.5;102.82;1082.65;877.01;10.494
MACROZONA_4;LIMPIADOR MR. MÚSCULO LAVANDA, 900 ML;MARCA DUMMY;7,79052E+12;7;1052.86;137.81;102.09;1154.95;950.77;9.696;1541.43;259.19;192.01;1733.44;1349.42;12.457
MACROZONA_2;LUSTRAMUEBLES VIRGINIA 250 ML;MARCA DUMMY;7,80504E+12;6;957.83;306.01;244.86;1202.69;712.98;25.564;1373.17;218.31;174.69;1547.85;1198.48;12.721
MACROZONA_1;JUGO EN POLVO SPRIM MANGO RINDE 1 L;SPRIM;7,80258E+12;3;141.67;28.43;32.17;173.84;109.49;22.71;223.00;20.66;23.38;246.38;199.62;10.486
MACROZONA_4;ELITE CARILINA PAÑUELOS MENTOL PAQ10 UNID;ELITE;7,8065E+12;2;148.00;46.67;64.68;212.68;83.32;43.703;225.00;106.07;147.0;372.0;78.0;65.333
MACROZONA_4;PISCO ICE MISTRAL ENERGY 7º,275 CC;MISTRAL ICE;7,80218E+12;4;1025.75;94.33;92.44;1118.19;933.31;9.012;1437.50;94.65;92.76;1530.26;1344.74;6.453
MACROZONA_4;MARSHMALLOWS AMBROSOLI GUAGUITA 300 GRS;AMBROSOLI;7,8022E+12;4;1120.75;147.23;144.28;1265.03;976.47;12.874;1567.25;245.64;240.72;1807.97;1326.53;15.36
MACROZONA_4;BARRA CEREAL LIVEAN MANI PASAS;LIVEAN;7,8028E+12;2;80.00;0.0;0.0;80.0;80.0;0.0;180.00;28.28;39.2;219.2;140.8;21.778
MACROZONA_3;JABÓN YOGHURT & ARANDANOS DP 900 ML;MARCA DUMMY;7,80492E+12;3;1023.33;255.8;289.46;1312.8;733.87;28.286;1563.33;148.44;167.97;1731.3;1395.36;10.744
MACROZONA_3;JABÓN LIQUIDO BALLERINA AVENA Y ACEITE DE ALMENDRA DOYPACK 900 ML;BALLERINA;7,80492E+12;4;1004.75;13.84;13.56;1018.31;991.19;1.35;1600.00;244.95;240.05;1840.05;1359.95;15.003
MACROZONA_1;RAMITAS SAL EVERCRISP 250G;EVERCRISP;7,802E+12;3;1323.33;254.23;287.69;1611.02;1035.64;21.74;1800.00;200.0;226.32;2026.32;1573.68;12.573
MACROZONA_1;CARAMELO AMBROSOLI FULL LIMON 27 GRS;AMBROSOLI;7,8022E+12;3;141.67;52.04;58.89;200.56;82.78;41.57;250.00;50.0;56.58;306.58;193.42;22.632
MACROZONA_5;PEPSI 250 CC (DESECHABLE);PEPSI;7,80162E+12;9;349.22;21.23;13.87;363.09;335.35;3.972;472.22;26.35;17.22;489.44;455.01;3.646
MACROZONA_1;SUAVIZANTE ROPA RECARGA 1 L FUZOL;MARCA DUMMY;7,80492E+12;2;1195.00;289.91;401.8;1596.8;793.2;33.623;1494.50;275.06;381.22;1875.72;1113.28;25.508
MACROZONA_1;DESODORANTE CORPORAL EN AEROSOL AXE MARINE 150 CC.;AXE;7,79129E+12;2;1925.00;671.75;931.0;2856.0;994.0;48.364;2249.50;495.68;686.98;2936.48;1562.52;30.539
MACROZONA_1;AROMATIZADOR EN AEROSOL GLADE POTPOURRI 360 CC.;MARCA DUMMY;7,79052E+12;2;1500.00;707.11;980.0;2480.0;520.0;65.333;2045.00;629.33;872.2;2917.2;1172.8;42.65
MACROZONA_4;HELADO FRUGELE PIÑA 60ML; ;7,80271E+12;4;234.25;0.96;0.94;235.19;233.31;0.401;312.50;25.0;24.5;337.0;288.0;7.84
MACROZONA_6;PAP 250CC (DESECHABLE);PAP;7,80162E+12;3;354.33;3.79;4.28;358.62;350.05;1.209;583.33;76.38;86.43;669.76;496.91;14.816
MACROZONA_2;OKF FARMERS ALOE VERA PIÑA 500 ML;OKF;8,80904E+12;2;854.00;135.76;188.16;1042.16;665.84;22.033;1150.00;70.71;98.0;1248.0;1052.0;8.522
MACROZONA_2;CEREAL MILO 230G;MILO;7,61329E+12;3;818.67;77.4;87.58;906.25;731.08;10.698;1163.33;176.16;199.35;1362.68;963.99;17.136
MACROZONA_6;DIFEMPHARMA ALCOHOL 70º X 125 CC;DIFEMPHARMA;7,801E+12;2;950.00;777.82;1078.0;2028.0;-128.0;113.474;1295.00;431.34;597.8;1892.8;697.2;46.162
MACROZONA_2;HELADO SAVORY CENTELLA 50 ML;CENTELLA;7,61303E+12;6;147.17;12.83;10.26;157.43;136.9;6.975;216.67;25.82;20.66;237.33;196.01;9.535
MACROZONA_2;PAN DE MOLDE LIGHT MULTIGRANO 650G FUCHS;FUCHS;7,80348E+12;4;1691.75;355.73;348.61;2040.36;1343.14;20.607;2372.50;218.54;214.17;2586.67;2158.33;9.027
MACROZONA_5;MERMEL LOS LAGOS DAMASCO 250CC;MARCA DUMMY;7,80281E+12;15;446.47;73.39;37.14;483.61;409.33;8.319;623.27;106.66;53.98;677.25;569.29;8.661
MACROZONA_4;CHOCOLATE SAVOY CRI CRI 27GR;SAVOY;7,59102E+12;7;509.71;80.35;59.52;569.24;450.19;11.678;850.00;129.1;95.64;945.64;754.36;11.252
MACROZONA_4;APEROL SPRITZ .75 LT;APEROL;7,89114E+12;4;8407.50;825.53;809.01;9216.51;7598.49;9.623;11497.50;1081.68;1060.04;12557.54;10437.46;9.22
MACROZONA_4;CONOGEL AROMA VAINILLA COCO 190 G;VIRGINIA;7,80504E+12;4;797.50;66.02;64.7;862.2;732.8;8.113;1132.50;132.26;129.61;1262.11;1002.89;11.445
MACROZONA_2;LENTEJAS BONANZA 6MM 1 KL;BONANZA;7,80874E+12;2;1461.50;54.45;75.46;1536.96;1386.04;5.163;2175.00;459.62;637.0;2812.0;1538.0;29.287
MACROZONA_2;GOMITAS MOGUL CONITOS  25G;MOGUL;7,79058E+12;2;110.00;14.14;19.6;129.6;90.4;17.818;225.00;35.36;49.0;274.0;176.0;21.778
MACROZONA_2;GELATINA AMBROSOLI NARANJA 100 GRS;AMBROSOLI;7,8022E+12;6;572.33;134.53;107.65;679.98;464.69;18.809;829.67;153.36;122.72;952.38;706.95;14.791
MACROZONA_4;GALLETAS NUTRA BIEN CON ALMENDRAS SIN AZUCAR 128G;NUTRABIEN;7,80353E+12;6;845.50;36.32;29.07;874.57;816.43;3.438;1249.83;154.92;123.96;1373.8;1125.87;9.918
MACROZONA_4;YOGU YOGU PIÑA 200 ML;YOGU YOGU;7,80291E+12;2;227.50;31.82;44.1;271.6;183.4;19.385;349.50;0.71;0.98;350.48;348.52;0.28
MACROZONA_6;CREMA SOPROLE S/T 1 L;SOPROLE;7,8029E+12;2;2000.00;141.42;196.0;2196.0;1804.0;9.8;2975.00;247.49;343.0;3318.0;2632.0;11.529
MACROZONA_4;SOPA PARA UNO MAGGI POLLO MERKÉN 16 G;MAGGI;7,61303E+12;7;215.86;24.09;17.85;233.71;198.01;8.269;337.00;74.18;54.95;391.95;282.05;16.307
MACROZONA_3;GALLETA COSTA CRACKELET CLASICA 85 GRS;COSTA;7,80222E+12;4;363.50;13.87;13.59;377.09;349.91;3.739;537.50;47.87;46.91;584.41;490.59;8.728
MACROZONA_5;BOLSA DE BASURA CON ASAS ROLLO SUPERIOR 10 UN;MARCA DUMMY;7,80188E+12;4;407.50;35.0;34.3;441.8;373.2;8.417;612.50;125.0;122.5;735.0;490.0;20.0
MACROZONA_5;MANTEQUILLA FRUTILLAR 125 GR;FRUTILLAR;7,80193E+12;5;789.80;173.07;151.7;941.5;638.1;19.208;1174.00;41.59;36.46;1210.46;1137.54;3.105
MACROZONA_5;REXONA ANTRANSPIRANTE EN BARRA POWDER DRY 50 G;REXONA;7,805E+12;5;1403.00;262.51;230.1;1633.1;1172.9;16.401;2265.80;208.96;183.16;2448.96;2082.64;8.084
MACROZONA_5;GALLETA TRITON MINI LIMÓN WHITE 40G;TRITON;7,61304E+12;4;152.00;72.77;71.32;223.32;80.68;46.92;225.00;86.6;84.87;309.87;140.13;37.72
MACROZONA_4;QUITAMANCHAS VANISH POLVO OXIACTION WHITE REPUESTO 120 G.;VANISH;7,50106E+12;4;944.50;36.75;36.01;980.51;908.49;3.813;1422.25;93.67;91.79;1514.04;1330.46;6.454
MACROZONA_4;JUGO DE MANGO NATULAC 1L;MARCA DUMMY;7,5924E+12;4;946.00;103.63;101.55;1047.55;844.45;10.735;1422.25;167.45;164.1;1586.35;1258.15;11.538
MACROZONA_3;MINUTOVERDE VERDCONJ POROTOVER BSx150GR;MINUTOVERDE;7,80122E+12;4;367.75;49.2;48.21;415.96;319.54;13.11;570.00;60.0;58.8;628.8;511.2;10.316
MACROZONA_2;SHAMPOO SEDAL CERAMIDAS 340 ML;SEDAL;7,79129E+12;2;1727.50;371.23;514.5;2242.0;1213.0;29.783;2300.00;424.26;588.0;2888.0;1712.0;25.565
MACROZONA_3;LUSTRAMUEBLES VIRGINIA 250 ML;MARCA DUMMY;7,80504E+12;3;1073.33;198.58;224.71;1298.05;848.62;20.936;1282.67;235.9;266.95;1549.62;1015.72;20.812
MACROZONA_1;SUAVIZANTE PIEL SENS RECARGA 1 L FUZOL;MARCA DUMMY;7,80492E+12;2;920.00;98.99;137.2;1057.2;782.8;14.913;1295.00;7.07;9.8;1304.8;1285.2;0.757
MACROZONA_1;POETT LIMPIADORLIQ PRIMAVERA 250ML;POETT;7,80503E+12;4;421.50;32.18;31.54;453.04;389.96;7.482;617.50;78.9;77.32;694.82;540.18;12.522
MACROZONA_3;MONSTER ENERGY PARADISE 473ML;MONSTER;70847035206;4;1153.75;111.16;108.94;1262.69;1044.81;9.442;1697.50;112.66;110.4;1807.9;1587.1;6.504
