"macrozona","nombre","marca","codigo","n","precio_compra_prom","precio_compra_std","margen_error_compra","precio_compra_sup","precio_compra_inf","perc_error_compra","precio_venta_prom","precio_venta_std","margen_error_venta","precio_venta_sup","precio_venta_inf","perc_error_venta"
MACROZONA_4,FLAN CARICIA CHOCOLATE 110 GRS,CARICIA,"7802575262141",5,531.20,91.3,80.03,611.23,451.17,15.066,740.00,41.83,36.67,776.67,703.33,4.955
MACROZONA_5,KETCHUP MARCO POLO 400 GR,MARCO POLO,"7802420001871",2,766.00,0.0,0.0,766.0,766.0,0.0,1000.00,0.0,0.0,1000.0,1000.0,0.0
MACROZONA_5,LECHE CULTIV LIG LONCOLECHE VAINILLA 900 ML,LONCO LECHE,"7802910000957",4,1035.25,127.89,125.34,1160.59,909.91,12.107,1485.00,94.34,92.45,1577.45,1392.55,6.226
MACROZONA_5,LIPTON ICE TEA LIMON 400 CC,LIPTON,"7801620003302",4,673.00,14.7,14.4,687.4,658.6,2.14,907.50,28.72,28.15,935.65,879.35,3.102
MACROZONA_5,"DESODORANTE ANTITRANSPIRANTE AEROSOL SPEED STICK STAIN GUARD, 91 G",SPEED STICK,"7509546063669",2,1799.00,0.0,0.0,1799.0,1799.0,0.0,2390.00,0.0,0.0,2390.0,2390.0,0.0
MACROZONA_5,HALLS BARRA HONEY LEMON (UNIDAD),HALLS,"7622201776459",4,211.00,14.28,14.0,225.0,197.0,6.634,300.00,0.0,0.0,300.0,300.0,0.0
MACROZONA_5,BUDÍN BAUDUCCO MARMOLADO 200 G,BAUDUCCO,"7891962037356",3,1056.00,39.28,44.45,1100.45,1011.55,4.209,1429.67,61.16,69.21,1498.87,1360.46,4.841
MACROZONA_4,SHAMPOO PANTENE PRO-V BAMBÚ 400 ML,PANTENE,"7500435155847",4,2402.50,349.99,342.99,2745.49,2059.51,14.276,3322.25,241.34,236.52,3558.77,3085.73,7.119
MACROZONA_4,POSTOBON MANZANA 400 ML,POSTOBÓN,"7702090031928",6,634.00,87.74,70.21,704.21,563.79,11.074,974.83,98.69,78.97,1053.8,895.86,8.101
MACROZONA_6,PAPEL HIGIÉNICO FAVORITA ACOLCHADO DOBLE HOJA 4 UN 22M,FAVORITA,"7806540007904",2,820.00,98.99,137.2,957.2,682.8,16.732,1025.00,35.36,49.0,1074.0,976.0,4.78
MACROZONA_3,SHAMPOO BALLERINA MANZANILLA 1 L,MARCA DUMMY,"7804920018779",3,859.00,122.65,138.79,997.79,720.21,16.157,1466.67,115.47,130.67,1597.33,1336.0,8.909
MACROZONA_1,WHISKY JACK DANIELS HONEY 750ML,JACK DANIELS,"082184000335",2,19500.50,0.71,0.98,19501.48,19499.52,0.005,27000.00,1414.21,1960.0,28960.0,25040.0,7.259
MACROZONA_5,"COMPOTA NESTLE 120 GR, DURAZNO",NESTLÉ,"7613037839715",3,318.33,27.43,31.04,349.37,287.29,9.75,426.33,25.7,29.08,455.41,397.25,6.821
MACROZONA_4,MAGDALENA VAINILLA IDEAL 9 UNID. 25 G C/U,IDEAL,"7793890252156",3,1073.33,198.58,224.71,1298.05,848.62,20.936,1533.00,58.03,65.66,1598.66,1467.34,4.283
MACROZONA_3,SALSA DE CARAMELO GOURMET 300 G,MARCA DUMMY,"7802410506393",2,1462.50,108.19,149.94,1612.44,1312.56,10.252,1900.00,0.0,0.0,1900.0,1900.0,0.0
MACROZONA_4,HELADO NOT ICE CREAM VAINILLA COQUETA 345 G,NOT ICE CREAM,"7804659650455",2,2654.00,0.0,0.0,2654.0,2654.0,0.0,3740.00,70.71,98.0,3838.0,3642.0,2.62
MACROZONA_2,HELADO MAGNUN ALMENDRA X 100 ML,MAGNUN,"7805000310462",2,1215.50,37.48,51.94,1267.44,1163.56,4.273,1590.00,0.0,0.0,1590.0,1590.0,0.0
MACROZONA_4,FRAMBUESA CON CHOCOLATE GUALLARAUCO,GUALLARAUCO,"7803908003103",20,555.50,22.83,10.0,565.5,545.5,1.801,829.95,65.72,28.8,858.75,801.15,3.47
MACROZONA_4,"MOSTAZA TRAVERSO, ENV. FLEX. 350 G",MARCA DUMMY,"7802337910013",2,699.00,0.0,0.0,699.0,699.0,0.0,1025.00,35.36,49.0,1074.0,976.0,4.78
MACROZONA_4,PAPEL HIGIENICO CONFORT DOBLE HOJA 22M X4,CONFORT,"7806500506829",46,735.72,168.1,48.58,784.3,687.14,6.603,1090.20,208.09,60.13,1150.33,1030.06,5.516
MACROZONA_4,MAGGI CREMA ESPARRAGOS 68G,MAGGI,"7802950006735",78,337.37,46.98,10.43,347.8,326.95,3.09,513.87,68.73,15.25,529.13,498.62,2.968
MACROZONA_4,MANJAR NESTLÉ DOYPACK 800 G,NESTLÉ,"7613038639161",21,1985.24,278.61,119.16,2104.4,1866.07,6.003,2692.86,360.83,154.33,2847.19,2538.53,5.731
MACROZONA_4,SALSA DE SOYA KIKO SIYAU FRASCO 160ML,KIKO,"7752704109628",15,410.40,104.58,52.92,463.32,357.48,12.895,697.13,111.09,56.22,753.35,640.91,8.064
MACROZONA_3,CERVEZA CRISTAL RET 1.2 LTS,CRISTAL,"7802100001719",2,772.50,4.95,6.86,779.36,765.64,0.888,1000.00,0.0,0.0,1000.0,1000.0,0.0
MACROZONA_5,QUEQUE CLASICO 225G CENA,CENA,"7803473300034",19,757.84,68.97,31.01,788.85,726.83,4.092,1057.32,91.26,41.03,1098.35,1016.28,3.881
MACROZONA_5,PAÑUELOS DESECHABLES ELITE X 10 UN,ELITE,"7806500172116",21,114.67,33.32,14.25,128.92,100.41,12.429,231.43,29.88,12.78,244.21,218.65,5.522
MACROZONA_6,SNACK KRYZPO ORIGINAL 37G,KRYZPO,"7802800535569",15,473.80,78.2,39.58,513.38,434.22,8.353,731.27,112.74,57.05,788.32,674.21,7.802
MACROZONA_6,ROLLO 50G MARINELA,MARINELA,"7803473003522",5,270.40,33.59,29.44,299.84,240.96,10.889,410.00,41.83,36.67,446.67,373.33,8.943
MACROZONA_4,TE SUPREMO SABOR A MANZANILLA 20 GR,MARCA DUMMY,"7801875058065",39,740.56,115.71,36.32,776.88,704.25,4.904,1054.23,144.98,45.5,1099.73,1008.73,4.316
MACROZONA_4,FIDEO QUIFARO #33 LUCCHETTI 400 GR,LUCCHETTI,"7802500001050",13,537.15,38.21,20.77,557.92,516.38,3.867,824.38,82.85,45.04,869.42,779.35,5.463
MACROZONA_6,RAMITAS EVERCRISP SAL ORIGINAL 48 GR,EVERCRISP,"7802000013737",12,414.08,58.92,33.34,447.42,380.75,8.051,601.67,75.9,42.94,644.61,558.72,7.137
MACROZONA_6,MANJAR COLUN POTE 400 G,MARCA DUMMY,"7802920221328",10,1107.40,126.33,78.3,1185.7,1029.1,7.071,1614.90,172.2,106.73,1721.63,1508.17,6.609
MACROZONA_2,TOALLAS FEMENINAS NOCTURNA LADYSOFT ULTRADELGADA TELA ULTRASECA 8 UN,LADYSOFT,"7806500960492",14,710.14,90.77,47.55,757.69,662.59,6.696,1041.43,109.67,57.45,1098.88,983.98,5.517
MACROZONA_6,VINO CONO SUR BICICLETA CABERNET SAUVIGNON 750 ML,CONO SUR,"7804320753607",2,2941.00,224.86,311.64,3252.64,2629.36,10.596,3750.00,212.13,294.0,4044.0,3456.0,7.84
MACROZONA_6,PAPAS FRITAS LAYS CORTE AMERICANO 230G,LAY'S,"7802000012679",15,1444.60,152.4,77.12,1521.72,1367.48,5.339,1992.67,299.92,151.78,2144.45,1840.89,7.617
MACROZONA_2,ALBONDIGA DE VACUNO SUPER BEEF 180 GR,SUPER BEEF,"7809611717863",2,760.50,0.71,0.98,761.48,759.52,0.129,1000.00,0.0,0.0,1000.0,1000.0,0.0
MACROZONA_6,PAPAS LAY'S STAX ORIGINAL 142G,LAY'S,"7802000014062",4,1087.50,103.08,101.02,1188.52,986.48,9.289,1500.00,81.65,80.02,1580.02,1419.98,5.334
MACROZONA_4,LIMPIADOR POETT PRIMAVERA 900 ML,MARCA DUMMY,"7793253025601",16,1012.31,137.59,67.42,1079.73,944.89,6.66,1438.69,178.93,87.68,1526.36,1351.01,6.094
MACROZONA_6,VINO CLOS DE PIRQUE MERLOT 1 L,CLOS DE PIRQUE,"7804320129914",2,1487.50,152.03,210.7,1698.2,1276.8,14.165,2025.00,35.36,49.0,2074.0,1976.0,2.42
MACROZONA_5,PASTA PARMA CABELLO DE ANGEL 400 GR.,PARMA,"7802575131201",5,429.20,43.56,38.18,467.38,391.02,8.897,590.00,54.77,48.01,638.01,541.99,8.137
MACROZONA_2,"HELLMANN'S SUPREME, MAYONESA CLÁSICA, 372 G",SUPREME,"7805000312916",7,1144.00,166.71,123.5,1267.5,1020.5,10.795,1632.86,148.29,109.86,1742.71,1523.0,6.728
MACROZONA_6,QUESO RANCO LÁMINAS SEMIRIGIDO COLUN 250 GR,COLUN,"7802920004112",5,2003.80,244.4,214.23,2218.03,1789.57,10.691,2870.00,294.96,258.54,3128.54,2611.46,9.008
MACROZONA_1,GALLETAS CHAMPAÑA CRIOLLITAS MCKAY 100 G,MCKAY,"7802230082831",6,794.33,66.89,53.53,847.86,740.81,6.738,1071.33,114.87,91.91,1163.25,979.42,8.579
MACROZONA_5,MAGGI SOPA POLLO ARROZ 70G,MAGGI,"7802950006629",18,334.50,51.95,24.0,358.5,310.5,7.174,483.33,45.24,20.9,504.24,462.43,4.325
MACROZONA_4,LIMPIADOR VIRGINIA VAINILLA FLOR LL 900 ML,VIRGINIA,"7805040003539",2,740.00,70.71,98.0,838.0,642.0,13.243,1100.00,0.0,0.0,1100.0,1100.0,0.0
MACROZONA_5,CREMA DE AVELLANAS NUTELLA 140 G.,NUTELLA,"7898024395232",11,1625.36,144.5,85.4,1710.76,1539.97,5.254,2301.82,195.13,115.32,2417.13,2186.5,5.01
MACROZONA_4,MERMELADA VIVO FRAMBUESA 175G,VIVO,"7802200400078",18,633.83,46.94,21.68,655.52,612.15,3.421,941.06,72.39,33.44,974.5,907.61,3.554
MACROZONA_5,"CERVEZA LEMON STONES, BOTELLA 1.5 L",STONES,"7802100000170",4,1738.50,192.43,188.58,1927.08,1549.92,10.848,2237.50,205.65,201.54,2439.04,2035.96,9.007
MACROZONA_5,MAYONESA DON JUAN DOYPACK 800 GR,DON JUAN,"7802351625047",3,1239.67,127.56,144.34,1384.01,1095.32,11.644,1646.67,55.08,62.32,1708.99,1584.34,3.785
MACROZONA_1,JUGO EN POLVO SPRIM SABOR PIÑA 35GR RINDE 1 LITRO,SPRIM,"7802575223562",3,156.67,20.82,23.56,180.22,133.11,15.036,210.00,17.32,19.6,229.6,190.4,9.333
MACROZONA_4,"GELATINA C/STEV DAILY 22.5G, ARAND MORA",DAILY,"7809558102708",3,482.33,58.62,66.34,548.67,416.0,13.753,649.67,0.58,0.65,650.32,649.01,0.101
MACROZONA_4,SALSA FRITZ MAÍZ 240 GR,FRITZ,"7591902001330",12,1858.67,218.52,123.64,1982.31,1735.03,6.652,2562.42,299.99,169.74,2732.15,2392.68,6.624
MACROZONA_5,HELADO CHARLOT FRAMBUESA SAVORY 1 LT,CHARLOT,"7802710566202",5,2305.20,276.77,242.6,2547.8,2062.6,10.524,3367.80,168.68,147.86,3515.66,3219.94,4.39
MACROZONA_1,TOALLAS FEMENINAS NOCTURNA LADYSOFT ULTRADELGADA TELA SUAVE 8 UN,LADYSOFT,"7806500960911",2,784.50,62.93,87.22,871.72,697.28,11.118,1200.00,0.0,0.0,1200.0,1200.0,0.0
MACROZONA_4,LIMPIADOR ANTIGRASA GLASSEX LIMON DOYPACK 420 ML,GLASSEX,"7805010003569",4,747.50,118.43,116.06,863.56,631.44,15.526,1220.00,121.93,119.49,1339.49,1100.51,9.794
MACROZONA_4,FAMILAND SHAMPOO MANZANILLA 450ML,FAMILAND,"7804945062436",3,1033.33,57.74,65.33,1098.67,968.0,6.323,1550.00,86.6,98.0,1648.0,1452.0,6.323
MACROZONA_1,JUGO ANDINA NARANJA 1.75L,ANDINA DEL VALLE,"7802820175011",8,1060.38,104.08,72.13,1132.5,988.25,6.802,1492.50,138.44,95.93,1588.43,1396.57,6.428
MACROZONA_1,MAGGI SOPA CARACOLITOS 76G,MAGGI,"7802950006636",4,354.75,9.5,9.31,364.06,345.44,2.624,495.00,33.17,32.5,527.5,462.5,6.566
MACROZONA_1,MAGGI SALSA BLANCA 36G,MAGGI,"7613031571444",3,481.33,32.02,36.23,517.57,445.1,7.528,650.00,0.0,0.0,650.0,650.0,0.0
MACROZONA_4,VINO MERLOT CLOS DE PIRQUE 2 L,CLOS DE PIRQUE,"7804320129907",3,2434.67,48.76,55.17,2489.84,2379.49,2.266,3363.33,55.08,62.32,3425.66,3301.01,1.853
MACROZONA_2,"CHOCOLATE SAHNE NUSS CON ALMENDRAS, BARRA 160 G",SAHNE NUSS,"7613034721051",7,1667.43,226.24,167.6,1835.03,1499.83,10.052,2492.86,247.43,183.3,2676.16,2309.56,7.353
MACROZONA_2,GALLETA COSTA CRACKELET CLASICA 85 GRS,COSTA,"7802215511011",5,338.60,72.49,63.54,402.14,275.06,18.766,539.80,42.07,36.88,576.68,502.92,6.832
MACROZONA_1,GASEOSA LIMÓN SODA 1.5 L,LIMÓN SODA,"7801620340186",4,1300.50,212.29,208.04,1508.54,1092.46,15.997,1662.50,125.0,122.5,1785.0,1540.0,7.368
MACROZONA_2,PAN HOT DOG 15CM 8P 415G IDEAL,IDEAL,"7803473214058",4,1123.00,93.33,91.47,1214.47,1031.53,8.145,1592.50,67.52,66.17,1658.67,1526.33,4.155
MACROZONA_4,WHISKY JOHNNIE WALKER ETQIUETA ROJA 750 ML,JOHNNIE WALKER,"5000267014074",8,8117.38,571.07,395.73,8513.11,7721.64,4.875,11158.75,856.13,593.27,11752.02,10565.48,5.317
MACROZONA_4,"JAMÓN PIERNA P.F, 150 G",MARCA DUMMY,"7801930005782",4,1244.50,36.38,35.65,1280.15,1208.85,2.865,1620.00,144.45,141.56,1761.56,1478.44,8.739
MACROZONA_3,DOS EN UNO CHOCOLATE SAPITO RELLENO CON LECHE Y CEREALES BOLSA 300 G,DOS EN UNO,"7802225589987",3,2820.00,285.83,323.45,3143.45,2496.55,11.47,4096.67,361.99,409.62,4506.29,3687.04,9.999
MACROZONA_4,TEQUILA SOMBRERO NEGRO 750 ML,SOMBRERO NEGRO,"7501054835165",6,7422.33,747.99,598.52,8020.85,6823.82,8.064,10030.00,902.97,722.53,10752.53,9307.47,7.204
MACROZONA_5,HIGUERAS VINAGRE VINOROSADO 250ML,HIGUERAS,"7802337920401",2,361.50,86.97,120.54,482.04,240.96,33.344,525.00,35.36,49.0,574.0,476.0,9.333
MACROZONA_6,VINO MERLOT CARMEN CLASICO 700 CC,CARMEN,"7804335171113",2,1490.00,0.0,0.0,1490.0,1490.0,0.0,2425.00,106.07,147.0,2572.0,2278.0,6.062
MACROZONA_4,PONY MALTA 11 ONZAS,PONY,"7702004013453",7,847.00,60.1,44.52,891.52,802.48,5.257,1335.57,125.06,92.65,1428.22,1242.92,6.937
MACROZONA_5,FLAN CARAMELO 110 G,NESTLÉ,"7613035493988",12,250.17,34.72,19.64,269.81,230.52,7.852,347.42,36.46,20.63,368.04,326.79,5.938
MACROZONA_5,JABON VAINILA COCO DOY PACK KADUS 0.9 LT,KADUS,"7804947005110",6,945.50,72.49,58.01,1003.51,887.49,6.135,1325.00,150.83,120.69,1445.69,1204.31,9.109
MACROZONA_3,PASTA AVE MAYONESA 125 G RECETA DEL ABUELO,MARCA DUMMY,"7801930010366",2,511.00,125.87,174.44,685.44,336.56,34.137,860.00,14.14,19.6,879.6,840.4,2.279
MACROZONA_2,BILZ MINI 250ML,BILZ,"7801620016067",5,392.80,5.36,4.7,397.5,388.1,1.195,540.00,41.83,36.67,576.67,503.33,6.79
MACROZONA_4,BRAZO DE REINA 550G AGUA DE PIEDRA,AGUA DE PIEDRA,"7803403000478",5,2234.20,165.03,144.65,2378.85,2089.55,6.474,3197.80,190.05,166.59,3364.39,3031.21,5.209
MACROZONA_4,MERMELADA DURAZNO EN LINEA 200 GR,MARCA DUMMY,"7804000001059",3,826.67,32.15,36.38,863.04,790.29,4.4,1129.33,52.55,59.46,1188.8,1069.87,5.265
MACROZONA_4,DESODORANTE DE AMBIENTE POETT FRESCURA DE LAVANDA 360 ML,POETT,"7793253004231",2,1095.00,134.35,186.2,1281.2,908.8,17.005,1390.00,0.0,0.0,1390.0,1390.0,0.0
MACROZONA_5,PAPAS FRITAS TERRA MARCO POLO 180 G,MARCO POLO,"7802420002694",9,1956.56,153.98,100.6,2057.16,1855.95,5.142,2584.44,151.75,99.14,2683.59,2485.3,3.836
MACROZONA_4,CAMOTES RÚSTICOS MARCO POLO TERRA X 180 G,MARCO POLO,"7802420004452",3,1865.33,172.87,195.62,2060.95,1669.72,10.487,2756.67,142.95,161.76,2918.42,2594.91,5.868
MACROZONA_4,CREMA MAGGI LENTEJAS SABOR  LONGANIZA 63G 4 PORCIONES,MAGGI,"7613287527042",7,352.29,30.92,22.9,375.19,329.38,6.502,525.57,55.71,41.27,566.84,484.3,7.853
MACROZONA_4,CHOCOLATE DE LECHE MUIBON BURBUMILK 38 G,MUIBON,"7802800556434",2,334.50,0.71,0.98,335.48,333.52,0.293,499.50,0.71,0.98,500.48,498.52,0.196
MACROZONA_4,NUGGETS DE MERLUZA EL GOLFO 400GR,EL GOLFO,"7801323000684",3,1528.67,155.19,175.62,1704.29,1353.05,11.488,2183.00,29.44,33.32,2216.32,2149.68,1.526
MACROZONA_4,CHEESE SQUEEZE SALSA QUESO 326G,SQUEEZE ,"7804671630480",4,2690.00,127.02,124.48,2814.48,2565.52,4.627,3637.50,125.0,122.5,3760.0,3515.0,3.368
MACROZONA_5,"SAL LIGHT BIOSAL, SALERO 500 G",MARCA DUMMY,"7809561700076",2,2077.00,108.89,150.92,2227.92,1926.08,7.266,2775.00,35.36,49.0,2824.0,2726.0,1.766
MACROZONA_5,CREMA SOPROLE S/T 1 L,SOPROLE,"7802900107017",2,2350.50,142.13,196.98,2547.48,2153.52,8.38,3095.00,148.49,205.8,3300.8,2889.2,6.649
MACROZONA_5,TOMATICAN WASIL 380 GR,MARCA DUMMY,"7801305004648",2,1545.00,63.64,88.2,1633.2,1456.8,5.709,2050.00,70.71,98.0,2148.0,1952.0,4.78
MACROZONA_4,CERVEZA BEAR BEER 500CC,MARCA DUMMY,"5701598036031",2,390.00,0.0,0.0,390.0,390.0,0.0,525.00,35.36,49.0,574.0,476.0,9.333
MACROZONA_5,LECHE NATURAL COLUN SIN TAPA 1 L 12 UNIDADES,COLUN,"7802920777559",2,7049.00,0.0,0.0,7049.0,7049.0,0.0,9990.00,0.0,0.0,9990.0,9990.0,0.0
MACROZONA_5,PAPEL HIGIÉNICO ELITE ULTRA DOBLE HOJA 8 UN 50 MT,ELITE,"7806500509752",2,2445.00,0.0,0.0,2445.0,2445.0,0.0,3900.00,0.0,0.0,3900.0,3900.0,0.0
MACROZONA_5,CHOCOLATE ESTUCHE CORAZON COSTA 180GR,COSTA,"7802215124945",2,2850.00,0.0,0.0,2850.0,2850.0,0.0,3890.00,0.0,0.0,3890.0,3890.0,0.0
MACROZONA_5,"SILICONA AUTOMÓVIL LAVANDA TEAM, SPRAY 480 CC",MARCA DUMMY,"7805040003485",2,1589.00,0.0,0.0,1589.0,1589.0,0.0,2200.00,0.0,0.0,2200.0,2200.0,0.0
MACROZONA_5,SOPA CARACOLITOS GOURMET 74 G,GOURMET,"7802410002277",2,273.00,0.0,0.0,273.0,273.0,0.0,450.00,0.0,0.0,450.0,450.0,0.0
MACROZONA_5,DESODORANTE SPRAY SPEED STICK ORIGINAL 150 ML.,SPEED STICK,"7509546063690",2,1799.00,0.0,0.0,1799.0,1799.0,0.0,2390.00,0.0,0.0,2390.0,2390.0,0.0
MACROZONA_4,AGUA MINERAL CON GAS PUYEHUE 500 CC,PUYEHUE,"7809595601301",5,453.60,45.42,39.81,493.41,413.79,8.777,698.00,50.2,44.0,742.0,654.0,6.304
MACROZONA_4,MEZCLA PARA PREPARAR CHICHA EL CHICHERO 500G,MARCA DUMMY,"7591014037975",5,3962.60,392.81,344.31,4306.91,3618.29,8.689,5523.80,348.84,305.78,5829.58,5218.02,5.536
MACROZONA_3,"JB, CREMA DE AJÍ CHILENO, 240 G",JB,"7802640400270",2,741.00,189.5,262.64,1003.64,478.36,35.444,1300.00,70.71,98.0,1398.0,1202.0,7.538
MACROZONA_5,CERVEZA CRISTAL BOTELLA PACK 6 X 355 ML,CRISTAL,"7802100001610",2,3501.00,55.15,76.44,3577.44,3424.56,2.183,4500.00,0.0,0.0,4500.0,4500.0,0.0
MACROZONA_4,GALLETA SUNY 120 GR.,SUNY,"7802215502569",13,388.62,48.61,26.43,415.04,362.19,6.8,617.62,71.69,38.97,656.58,578.65,6.31
MACROZONA_3,PAN DE PASCUA CENA 500 GR,CENA,"7803473003676",2,1597.00,74.95,103.88,1700.88,1493.12,6.505,2199.50,0.71,0.98,2200.48,2198.52,0.045
MACROZONA_2,FINI DENTADURAS  15G,FINI,"7898591453229",2,114.50,7.78,10.78,125.28,103.72,9.415,200.00,0.0,0.0,200.0,200.0,0.0
MACROZONA_5,CANELA ENTERA MARCO POLO 15 G,MARCO POLO,"7802420002038",3,358.67,50.81,57.49,416.16,301.17,16.03,536.67,46.19,52.27,588.93,484.4,9.739
MACROZONA_4,"AGUA PURIFICADA BENEDICTINO CON GAS 1,5 L",BENEDICTINO,"7802820441529",10,594.90,37.63,23.32,618.22,571.58,3.92,895.00,98.46,61.03,956.03,833.97,6.819
MACROZONA_4,ACONDICIONADOR NUTRI BAJOPOO DP BALLERINA 900 ML,BALLERINA,"7804920005915",18,945.56,96.6,44.62,990.18,900.93,4.719,1368.83,155.55,71.86,1440.69,1296.97,5.25
MACROZONA_5,BEBIDA INSTANTÁNEA EN POLVO ZUKO DURAZNO 35 G,ZUKO,"7802800578818",19,136.47,27.23,12.25,148.72,124.23,8.973,212.58,21.85,9.83,222.4,202.75,4.622
MACROZONA_4,LIMPIADOR LÍQUIDO POETT PRIMAVERA 900 CC.,MARCA DUMMY,"7793253001872",9,837.56,166.73,108.93,946.49,728.62,13.006,1276.67,183.78,120.07,1396.74,1156.6,9.405
MACROZONA_4,MAGGI BASE CAZUELA AVE 70G,MAGGI,"7613031238613",15,490.53,55.19,27.93,518.46,462.6,5.694,704.60,52.36,26.5,731.1,678.1,3.761
MACROZONA_4,MAGGI SALSA CHAMPIÑONES 45G,MAGGI,"7613031571529",23,491.65,63.41,25.91,517.57,465.74,5.271,707.09,86.31,35.28,742.36,671.81,4.989
MACROZONA_6,"CREMA DE LECHE, NESTLÉ, LATA ABRE FÁCIL 157 G",NESTLÉ,"7613032414580",13,664.62,222.16,120.77,785.39,543.85,18.171,961.54,141.65,77.0,1038.54,884.54,8.008
MACROZONA_4,PASTA PARMA CABELLO DE ANGEL 400 GR.,PARMA,"7802575131201",18,370.22,65.35,30.19,400.41,340.03,8.154,534.72,82.16,37.96,572.68,496.77,7.098
MACROZONA_4,ENCENDEDOR RONSON TRANSPARENTE 1 UN,RONSON,"7804612131274",52,161.33,32.61,8.86,170.19,152.46,5.494,309.54,38.42,10.44,319.98,299.1,3.373
MACROZONA_4,"NÉCTAR ANDINA DEL VALLE MANZANA 1,5 L",ANDINA DEL VALLE,"7802820700435",33,918.55,64.28,21.93,940.48,896.61,2.388,1339.39,94.55,32.26,1371.65,1307.13,2.409
MACROZONA_4,"AGUA MINERAL LIV SIN GAS 1,5 LTS",LIV,"7804604722701",2,380.00,0.0,0.0,380.0,380.0,0.0,525.00,35.36,49.0,574.0,476.0,9.333
MACROZONA_4,BEBIDA ENERGIZANTE MR BIG 2.5 L,MISTER BIG,"7804646000256",16,2546.56,236.56,115.91,2662.48,2430.65,4.552,3458.06,242.81,118.98,3577.04,3339.08,3.441
MACROZONA_5,"AGUA MINERAL VITAL CON GAS 1,6 L",VITAL,"7802820020953",23,555.22,83.49,34.12,589.34,521.1,6.145,805.22,123.84,50.61,855.83,754.61,6.285
MACROZONA_4,"JALEA NESTLE 110GR, FRAMBUESA",NESTLÉ,"7613035281493",42,239.24,30.32,9.17,248.41,230.07,3.833,359.50,40.52,12.25,371.75,347.25,3.409
MACROZONA_4,NECTAR VIVO DURAZNO 1 LT,VIVO,"7802575226334",18,671.56,46.74,21.59,693.15,649.96,3.215,990.00,82.6,38.16,1028.16,951.84,3.855
MACROZONA_4,PAN DE MOLDE INTEGRAL BAUDUCCO 400 GR,BAUDUCCO,"7891962056753",15,1113.13,61.63,31.19,1144.32,1081.94,2.802,1581.20,64.21,32.49,1613.69,1548.71,2.055
MACROZONA_6,"CERVEZA LEMON STONES, BOTELLA 1.5 L",STONES,"7802100000170",3,1822.67,136.97,155.0,1977.67,1667.67,8.504,2326.67,141.89,160.57,2487.23,2166.1,6.901
MACROZONA_4,LECHE NATURAL ENTERA, ,"7802900002268",28,263.36,35.08,12.99,276.35,250.36,4.934,411.36,35.22,13.05,424.4,398.31,3.171
MACROZONA_6,HELADO MAGNUN CHOCO FRAMBUESA X 100 ML,MAGNUN,"7805000310479",3,1134.67,76.79,86.89,1221.56,1047.77,7.658,1596.67,5.77,6.53,1603.2,1590.13,0.409
MACROZONA_2,AGUA MINERAL CACHANTUN CON GAS 500 ML,CACHANTUN,"7801620015800",11,419.55,85.49,50.52,470.07,369.02,12.043,673.64,90.25,53.34,726.97,620.3,7.918
MACROZONA_2,"GALLETAS LIMÓN MCKAY, 150 G",MCKAY,"7613032589714",8,496.00,70.53,48.88,544.88,447.12,9.854,698.75,59.63,41.32,740.07,657.43,5.913
MACROZONA_5,MAGGI SOPA COSTILLA 60G,MAGGI,"7613030612247",24,357.21,38.47,15.39,372.6,341.82,4.309,502.92,44.38,17.75,520.67,485.16,3.53
MACROZONA_5,CEBADA NESTLÉ ECCO 50 G,ECCO,"7802950008715",14,612.07,81.66,42.78,654.85,569.3,6.989,883.57,123.08,64.47,948.04,819.1,7.297
MACROZONA_4,PEPSI GASEOSA COLA 2 L,PEPSI,"7801620015688",18,1087.00,116.25,53.7,1140.7,1033.3,4.94,1438.17,115.5,53.36,1491.52,1384.81,3.71
MACROZONA_6,JUGO EN POLVO SPRIM SABOR PIÑA 35GR RINDE 1 LITRO,SPRIM,"7802575223562",9,118.89,27.9,18.23,137.12,100.66,15.331,202.22,20.48,13.38,215.6,188.84,6.617
MACROZONA_6,"HELADO PANDA TRISABOR, 1 LT.",PANDA,"7802715000602",2,1325.00,176.78,245.0,1570.0,1080.0,18.491,1949.00,70.71,98.0,2047.0,1851.0,5.028
MACROZONA_6,HOBBY NOUGAT MANI 35 GR,HOBBY,"7802225584081",5,331.20,17.7,15.51,346.71,315.69,4.684,449.80,35.36,30.99,480.79,418.81,6.89
MACROZONA_5,LECHE SEMIDESCREMADA COLUN SIN TAPA 1 L,COLUN,"7802920000091",16,821.50,117.81,57.73,879.23,763.77,7.027,1126.13,101.54,49.76,1175.88,1076.37,4.418
MACROZONA_4,LIMPIADOR SUPERFICIE LAVANDA 900 ML LYSOL,LYSOL,"7791130008730",10,963.40,122.64,76.01,1039.41,887.39,7.89,1452.00,168.25,104.28,1556.28,1347.72,7.182
MACROZONA_4,ALIMENTO PARA PERROS PEDIGREE 100 G. ADULTOS PEQUEÑOS CARNE,MARCA DUMMY,"7797453000475",14,408.43,68.12,35.68,444.11,372.74,8.737,635.00,69.59,36.45,671.45,598.55,5.74
MACROZONA_2,AZÚCAR BLANCA COLISEO 1 KILO,COLISEO,"7804608220111",6,624.17,70.24,56.2,680.37,567.97,9.004,853.17,66.3,53.05,906.22,800.11,6.218
